diffSecs,level,azimuth.mean,azimuth.absolute.deviation,azimuth.standard.deviation,azimuth.max.deviation,pitch.mean,pitch.absolute.deviation,pitch.standard.deviation,pitch.max.deviation,roll.mean,roll.absolute.deviation,roll.standard.deviation,roll.max.deviation,time
1.014046669,48,52.25416946,0.31822902,0.373027176,0.745832384,28.36458397,0.095746018,0.118126698,0.264583111,-80.68541718,0.112849206,0.135385722,0.314581722,12/20/2011 11:53
1.006813288,37,51.59459686,0.38875103,0.4280352,0.705403924,28.26216316,0.115266636,0.136265427,0.262162656,-80.8108139,0.130605832,0.167306051,0.410810947,12/20/2011 11:53
1.007264972,41,51.42683029,0.264842033,0.306851804,0.626830697,28.163414,0.149673074,0.176353589,0.336585075,-80.73902893,0.092802159,0.112354867,0.239026889,12/20/2011 11:53
1.002393365,37,51.29999924,0.232432634,0.255745083,0.500001729,28.11351395,0.077721193,0.104395978,0.286485732,-80.68378448,0.133675769,0.176319197,0.483781159,12/20/2011 11:53
1.27017498,45,51.24222183,0.209481478,0.272020519,0.642220795,28.1044445,0.103309005,0.12815924,0.304443747,-80.71111298,0.072592728,0.094804339,0.211113662,12/20/2011 11:53
1.128038287,49,51.26122665,0.235484794,0.280536026,0.538774073,28.14285851,0.135860309,0.162882328,0.357142419,-80.75102234,0.13152875,0.157949477,0.351020664,12/20/2011 11:53
1.020481706,47,51.15319061,0.314440906,0.362527251,0.646807134,28.05957413,0.100045606,0.117888831,0.259573579,-80.73617554,0.104663484,0.121034786,0.236172125,12/20/2011 11:53
1.013946652,44,51.33409119,0.194731474,0.235432908,0.665908277,28.12272835,0.122314222,0.153539613,0.322726429,-80.73636627,0.086363882,0.104644991,0.263633907,12/20/2011 11:53
1.001373291,48,51.04999924,0.216666639,0.270801187,0.749998629,28.14791679,0.130903006,0.156777054,0.352082998,-80.65000153,0.102085583,0.11902526,0.250000149,12/20/2011 11:53
1.01225996,31,51.31613159,0.265973061,0.326364905,0.783872187,28.09677505,0.0563998,0.078221947,0.196774945,-80.79032898,0.094484009,0.122749195,0.30967319,12/20/2011 11:53
1.011525035,43,51.16279221,0.202054963,0.236272752,0.537209332,28.0813961,0.082098745,0.106216103,0.218605489,-80.69535065,0.080478169,0.105552979,0.2046507,12/20/2011 11:53
1.036069989,38,51.35263062,0.141828552,0.169731751,0.352632314,28.1078949,0.100277357,0.128517374,0.307894051,-80.6421051,0.09086106,0.113860823,0.257895231,12/20/2011 11:53
1.005579948,40,51.34000015,0.150000483,0.185472518,0.439999282,28.04249954,0.099625289,0.120182417,0.257500887,-80.66750336,0.105752163,0.127255902,0.332498372,12/20/2011 11:53
1.000918388,49,51.16530609,0.235401839,0.26615271,0.534693897,28.05102158,0.103124022,0.127971068,0.251019537,-80.67346954,0.089631572,0.112079136,0.273469895,12/20/2011 11:53
1.003384948,35,51.42000198,0.210285753,0.277540267,0.680001736,28.10000038,0.068571687,0.09561865,0.200000763,-80.70857239,0.084571883,0.10521242,0.208573699,12/20/2011 11:53
1.001418352,44,51.20227432,0.152788833,0.187675312,0.497727305,28.0886364,0.135124266,0.158424124,0.311362952,-80.67500305,0.092047796,0.115060568,0.275000125,12/20/2011 11:53
1.092715025,45,51.16888809,0.169876188,0.206367671,0.531111062,28.06666756,0.118518822,0.142984346,0.366666287,-80.65778351,0.088101007,0.104327805,0.242221415,12/20/2011 11:53
1.018360019,43,51.33721161,0.296809137,0.353732944,0.737207651,28.0581398,0.095511399,0.118582174,0.341859907,-80.69069672,0.130018055,0.166795045,0.40929997,12/20/2011 11:53
1.013663292,50,50.77199936,0.244639739,0.309218407,0.727999449,27.81400108,0.115679502,0.145615727,0.314000368,-80.63400269,0.122001953,0.150480032,0.365998238,12/20/2011 11:53
1.005091667,45,50.79333496,0.255703241,0.302874863,0.606667399,27.79111099,0.129876435,0.158915937,0.408889234,-80.57778168,0.086914063,0.103041373,0.222224429,12/20/2011 11:53
1.023494959,44,51.125,0.311363488,0.371804565,0.724999428,27.99772835,0.112086751,0.137326106,0.29772684,-80.50227356,0.080060974,0.103326648,0.202269807,12/20/2011 11:54
1.015295029,43,50.98604584,0.589724422,0.69435662,1.413954258,27.91395378,0.10589499,0.130439818,0.313953429,-80.63256073,0.101462461,0.123366721,0.332556427,12/20/2011 11:54
1.110474944,41,50.38048935,0.199524462,0.229760975,0.519512892,27.80243874,0.07638254,0.111503474,0.302439541,-80.64878082,0.103392892,0.130892798,0.35121882,12/20/2011 11:54
1.001593351,45,50.60222244,0.282469124,0.346723765,0.797778845,27.78888893,0.088888787,0.111996204,0.311110944,-80.62889099,0.126717836,0.157229766,0.371109843,12/20/2011 11:54
1.91166997,22,50.52727509,0.093389057,0.109469362,0.227274641,27.77727318,0.097520478,0.116508871,0.277273178,-80.6363678,0.109093063,0.129845381,0.263636142,12/20/2011 11:54
1.012248278,36,52.51388931,0.473457098,0.615157187,1.513889551,28.40277863,0.158641964,0.204784632,0.502778471,-80.66667175,0.159260854,0.195789695,0.533336639,12/20/2011 11:54
1.028761625,39,51.57179642,0.318474889,0.39219895,1.028206706,28.10256386,0.105983116,0.136789724,0.297435284,-80.62307739,0.076925293,0.097302385,0.276923925,12/20/2011 11:54
1.004696608,43,51.29767609,0.14256312,0.188615933,0.497675687,28.06046486,0.083180413,0.0967848,0.160465732,-80.68372345,0.106546216,0.129275054,0.316277623,12/20/2011 11:54
1.010509968,30,51.19333267,0.193333179,0.250244319,0.606665015,28.03000069,0.092000172,0.112989716,0.229999155,-80.60333252,0.110890739,0.142556831,0.303331494,12/20/2011 11:54
1.019304991,39,51.70769119,0.233530328,0.277705461,0.592306256,28.09230804,0.127022028,0.154230595,0.307691514,-80.6359024,0.082974277,0.097370163,0.235897556,12/20/2011 11:54
1.012518287,43,51.23488617,0.293130964,0.379034042,1.165117145,27.96046448,0.096268259,0.110262878,0.239535436,-80.64186096,0.09324193,0.112546131,0.258139849,12/20/2011 11:54
1.058593392,45,51.51111221,0.328395039,0.385412842,0.88888967,27.91777802,0.093234539,0.119793877,0.317777604,-80.68222809,0.076249249,0.101739287,0.282222837,12/20/2011 11:54
1.019146681,50,51.44200134,0.2216001,0.265397817,0.541999102,27.98800087,0.110400006,0.132121146,0.287999541,-80.63400269,0.142001644,0.165663049,0.33399871,12/20/2011 11:54
1.0068717,29,51.3551712,0.181212917,0.206090346,0.444826186,27.97241402,0.101307891,0.12566109,0.227586687,-80.62413788,0.097267374,0.119353481,0.224137664,12/20/2011 11:54
1.017925024,43,51.57441711,0.262195617,0.31185317,0.725580275,27.9883728,0.125689507,0.151287928,0.31162864,-80.76976776,0.110979363,0.128561348,0.269769192,12/20/2011 11:54
1.008970022,49,51.25510406,0.199083418,0.23652342,0.544896424,27.88571358,0.093877129,0.121218026,0.285714,-80.63877869,0.090131536,0.104622141,0.261224538,12/20/2011 11:54
1.017101645,39,51.32051468,0.246811241,0.312294334,0.679486573,27.95897484,0.087048158,0.103075735,0.241026372,-80.65641022,0.113611527,0.141049877,0.343588024,12/20/2011 11:54
1.011581659,39,51.29743576,0.147008449,0.210600421,0.497437119,27.9641037,0.094016999,0.118726388,0.264102012,-80.67179871,0.092572778,0.115357421,0.271795601,12/20/2011 11:54
1.002678275,47,51.36170197,0.197918192,0.268608421,0.738299429,27.89787292,0.092167899,0.126304656,0.302128166,-80.6808548,0.135266557,0.169653788,0.419146121,12/20/2011 11:54
1.016616702,41,51.18536758,0.334086865,0.386075437,0.81463325,27.9146347,0.111957215,0.147434846,0.314633995,-80.65122223,0.110769413,0.132743254,0.351218611,12/20/2011 11:54
1.020231724,28,51.22500229,0.089284971,0.115340471,0.27499935,27.84285736,0.127550572,0.156817675,0.357143134,-80.60714722,0.137756497,0.170982018,0.392856061,12/20/2011 11:54
1.008465052,45,52.34000015,0.882666767,0.908087254,1.340000629,25.92889023,1.639703751,1.711610317,2.071110725,-80.59999847,0.128890589,0.165999085,0.399996936,12/20/2011 11:54
1.01102829,43,52.98604584,0.396214068,0.574893773,1.486047387,26.24651146,2.270524502,2.490572691,4.153487682,-80.31395721,0.246836394,0.282498747,0.613949776,12/20/2011 11:54
1.013456702,49,54.92449188,1.24031651,1.472957611,2.375508547,35.16734695,2.176176548,2.641458273,5.232654095,-76.818367,1.560849667,1.724809766,2.98163414,12/20/2011 11:54
1.0163517,32,53.28125,0.504687309,0.759702981,2.48125124,32.10000229,12.51249981,13.38674736,21.70000076,-76.63437653,3.063867092,3.277919292,5.065628052,12/20/2011 11:54
1.000308275,43,52.73488617,2.550351381,2.817955971,4.465116501,5.760465145,2.434937954,3.357403517,10.16046524,-80.12093353,1.628772616,1.999948621,5.620931625,12/20/2011 11:54
1.013153315,49,55.72653198,2.547355413,3.067390919,8.226531029,-10.27142906,1.023906708,1.353302836,4.87142849,-71.72449493,1.234152198,1.680564761,4.275507927,12/20/2011 11:54
1.012036681,36,37.23611069,6.948765755,7.913250446,13.4361105,-6.247222424,1.830555558,2.022716284,3.952777624,-78.14167023,1.302777767,1.450742245,2.541669846,12/20/2011 11:54
1.005588293,44,12.99318218,4.828615665,5.254149914,10.1068182,-17.85227203,2.860330582,3.381398916,7.252272606,-63.04772949,5.651860237,6.395222187,11.85227299,12/20/2011 11:54
1.234193325,44,6.077272892,0.692355394,0.820992708,2.022727489,-20.31363678,0.95371902,1.1290766,2.386363983,-54.70909119,1.163636327,1.295414805,1.9909091,12/20/2011 11:54
1.089881659,44,38.40227509,13.46105385,15.42171574,25.50227356,-10.12954521,5.537603378,6.328312397,13.37045479,-72.81136322,4.602686405,5.858646393,15.61136436,12/20/2011 11:54
1.207771659,44,70.42045593,2.527686119,2.854070663,5.620453358,-3.229545593,0.736776888,0.797319293,1.170454502,-64.85909271,3.231818914,3.544927597,5.740906239,12/20/2011 11:54
1.005381703,47,72.16383362,0.276324928,0.388902456,1.263829827,-4.331914902,0.404526949,0.465447158,0.831914961,-61.98723602,0.649705648,0.781057,1.712765694,12/20/2011 11:54
1.003873348,40,67.36000061,2.705000162,2.912027121,4.06000185,-2.492500067,0.595499992,0.765306354,1.992500067,-67.74749756,2.754875422,3.002831221,4.252498627,12/20/2011 11:54
1.184206724,37,64.62162018,0.195617735,0.237253115,0.478376031,-0.456756771,0.233601168,0.275622666,0.456756771,-71.20000458,0.313513398,0.357921243,0.799998939,12/20/2011 11:54
1.000413299,43,64.22093201,0.317144603,0.360592633,0.720930755,0.600000024,0.246511638,0.308786094,1,-72.16976929,0.468144447,0.502335966,0.830231607,12/20/2011 11:54
1.008695006,49,63.13265228,0.197917238,0.24107559,0.567347169,1.371428609,0.241982505,0.271804273,0.528571367,-72.99388123,0.137108758,0.165871724,0.406122476,12/20/2011 11:54
1.003936648,30,63.39333344,0.777777851,0.95635879,2.206664562,0.25333336,1.212888956,1.344056845,2.953333378,-72.1866684,0.990222096,1.174090505,2.786666155,12/20/2011 11:54
16.77878761,18,66.08889008,0.923456848,1.522749662,5.588890076,-7.850000381,3.200000048,3.582558155,8.050000191,-65.21666718,3.018517971,3.533686638,8.883331299,12/20/2011 11:54
1.01121664,36,61.71944427,0.639351308,0.749006033,1.480555773,0.794444442,0.129629642,0.163204789,0.394444466,-74.02777863,0.114197433,0.144551098,0.327774256,12/20/2011 11:54
1.070551634,42,61.64762115,0.300000131,0.35739693,0.852380455,1.326190472,0.310657591,0.333137691,0.573809505,-74.60238647,0.302267522,0.326224953,0.60238266,12/20/2011 11:54
1.002968311,47,61.65744781,0.266002476,0.409849405,1.342552304,1.49148941,0.108736992,0.133416295,0.391489357,-74.83191681,0.154277325,0.19472447,0.468086571,12/20/2011 11:54
1.003366709,43,60.1162796,0.256138176,0.319832802,0.716278434,1.146511674,0.100919433,0.12266203,0.353488356,-75.13256073,0.120066829,0.145828038,0.332556427,12/20/2011 11:55
1.108401656,40,59.59000015,0.23849982,0.319217414,0.98999846,1.182500005,0.190375015,0.26541242,0.682500005,-75.27750397,0.203625023,0.254448026,0.577497303,12/20/2011 11:55
1.006250024,43,62.47209549,1.769389272,2.079616547,4.472093582,-4.4069767,2.174580812,2.554921865,4.506976604,-71.27674866,1.405516863,1.647102833,3.123255968,12/20/2011 11:55
1.003701687,44,62.1931839,0.358677596,0.431381345,1.093180418,3.506818295,1.278925657,1.635042071,3.106818199,-75.05908966,0.396073848,0.475928217,1.040905833,12/20/2011 11:55
1.003693342,47,62.4127655,0.675781012,0.774766445,1.487234831,7.908510685,0.737437725,0.835089445,1.408510804,-76.12766266,0.206972137,0.235834286,0.42765677,12/20/2011 11:55
1.018413305,42,61.66904831,0.563152075,0.641979218,1.330951452,7.790476322,0.339002371,0.407553494,0.790476322,-76.92381287,0.345578909,0.39207077,0.92381084,12/20/2011 11:55
1.108428359,41,60.65122223,0.398929209,0.479390979,0.948781848,8.148780823,0.07198076,0.08299844,0.151219621,-77,0.117072798,0.146503642,0.300001949,12/20/2011 11:55
1.016499996,49,60.62244797,0.417909145,0.485825658,1.022447467,8.165306091,0.270553827,0.343184918,0.834693789,-77.16122437,0.155436665,0.177070126,0.43877241,12/20/2011 11:55
1.012434959,43,60.04186249,0.25051409,0.311211109,0.641860008,8.78837204,0.112277061,0.138445452,0.288372278,-77.53953552,0.104597263,0.126011714,0.260467172,12/20/2011 11:55
1.016775012,43,59.86977005,0.312817872,0.346769214,0.630231619,8.841860771,0.107193179,0.128012702,0.258139729,-77.57907104,0.123742752,0.15485692,0.320930839,12/20/2011 11:55
1.008348346,44,59.88636398,0.416322172,0.462006748,0.913634837,8.420454979,0.275000006,0.339504749,0.720454514,-77.5568161,0.158058107,0.191165999,0.443180442,12/20/2011 11:55
1.011683345,46,59.46086884,0.315689981,0.376181185,0.9391312,4.641304493,2.920321465,3.141626358,5.041304588,-76.60652161,0.82249558,0.966257036,1.906518817,12/20/2011 11:55
1.127058387,43,61.40232468,0.844023764,0.962189376,1.802324057,5,1.893023252,2.265720367,5.400000095,-75.69535065,0.373283565,0.513969302,1.504653931,12/20/2011 11:55
1.00385499,45,58.46222305,0.653037012,0.741556585,2.137778997,5.971111298,0.13372834,0.168156281,0.471111178,-77.63555908,0.225877076,0.270928353,0.635557234,12/20/2011 11:55
1.006513357,29,57.79310226,0.099642798,0.146053627,0.393102199,5.52758646,0.109393537,0.131034464,0.272413939,-77.80345154,0.093934759,0.115914576,0.296547711,12/20/2011 11:55
1.003378391,42,57.43571472,0.313605636,0.36827907,0.664287269,5.373809814,0.108616732,0.138115719,0.273809701,-77.99523926,0.100906521,0.132651523,0.304763615,12/20/2011 11:55
1.000125051,47,57.41064072,0.282752216,0.333411694,0.710638463,5.478723526,0.084925249,0.109030843,0.321276724,-77.85957336,0.109460227,0.131535813,0.259577662,12/20/2011 11:55
1.026129961,39,57.37948608,0.209730819,0.275661886,0.679486811,5.338461399,0.17159757,0.202060372,0.461538553,-77.94358826,0.131228328,0.153245673,0.256413192,12/20/2011 11:55
1.005015016,41,57.32195282,0.540154576,0.640697598,1.321951866,5.385365963,0.157882154,0.186836258,0.385365963,-78.03170776,0.154669642,0.182715446,0.431710392,12/20/2011 11:55
1.112546682,46,56.68043518,0.293478012,0.368085265,0.919566512,5.204348087,0.117958456,0.141354561,0.295652062,-78.11739349,0.101703122,0.134009853,0.317388952,12/20/2011 11:55
1.009145021,48,56.94791794,0.251736045,0.29509142,0.7479164,5.052083492,0.114409715,0.138428062,0.252083212,-77.97708893,0.214583233,0.240866393,0.422915936,12/20/2011 11:55
1.009533286,42,57.27619171,0.326077282,0.358442336,0.576190591,4.961905003,0.127437562,0.149526775,0.261904567,-77.91905212,0.123808905,0.166530594,0.419048309,12/20/2011 11:55
1.011143327,43,57.32093048,0.308815539,0.372020215,0.72092855,4.793023586,0.093131423,0.118900687,0.293023378,-77.90000153,0.148836359,0.186771557,0.400001526,12/20/2011 11:55
1.007243276,42,57.29999924,0.180952698,0.226778701,0.50000155,4.709523678,0.133786887,0.160073727,0.390475988,-77.82857513,0.114285059,0.138504818,0.271425515,12/20/2011 11:55
1.207725048,40,57.43250275,0.190874845,0.237052158,0.532499611,4.902500153,0.103249937,0.142280474,0.397500098,-77.72750092,0.103875406,0.124474756,0.272497952,12/20/2011 11:55
1.020089984,41,57.55853653,0.234741524,0.278476417,0.658535719,4.802439213,0.129565701,0.15693374,0.397561133,-77.71463776,0.098631814,0.126030147,0.314635307,12/20/2011 11:55
1.009991646,47,57.04468155,0.28202787,0.333139777,0.644680202,4.568085194,0.147306472,0.175167263,0.368084908,-77.84468079,0.137346268,0.167342231,0.355322182,12/20/2011 11:55
1.004760027,39,57.10769272,0.238264233,0.285894632,0.692306519,4.579487324,0.100065745,0.126449555,0.320512891,-77.7692337,0.114003226,0.132343099,0.269233108,12/20/2011 11:55
1.162814975,47,57.65957642,0.191941783,0.23398456,0.459574282,4.823404312,0.105477519,0.143234283,0.423404276,-77.60851288,0.1544604,0.189994365,0.408507645,12/20/2011 11:55
1.001566648,46,57.27391434,0.342533022,0.407236189,0.873912156,3.971739292,0.192249566,0.230936751,0.528260767,-77.36304474,0.143571392,0.169856548,0.436957657,12/20/2011 11:55
1.003066659,39,56.94615555,0.242997959,0.304535091,0.646155357,3.700000048,0.087179445,0.110939994,0.299999923,-77.3923111,0.096251391,0.122755073,0.30769524,12/20/2011 11:55
1.01154995,36,56.83611298,0.290123701,0.334292829,0.663888276,3.555555582,0.158641994,0.180191964,0.344444484,-77.32778168,0.114196353,0.134599477,0.272218704,12/20/2011 11:55
1.00470829,45,57.05555725,0.350617141,0.429757178,1.155554771,3.373333454,0.114074104,0.140475392,0.326666683,-77.47333527,0.106073149,0.130638897,0.32666862,12/20/2011 11:55
1.003725052,44,57.41590881,0.434607387,0.522643328,1.184092164,3.299999952,0.186363637,0.225630417,0.499999911,-77.10227203,0.171178505,0.214781508,0.402269185,12/20/2011 11:55
1.016691685,48,59.47916794,0.641666591,0.722252786,1.320831776,4.445833206,0.472395837,0.52557838,0.854166806,-76.17292023,0.228559375,0.27136907,0.572920024,12/20/2011 11:55
1.015428305,40,61.24000168,0.420999527,0.520960331,1.059998631,5.25,0.167500019,0.2061553,0.550000072,-75.57500458,0.217500225,0.258602291,0.575001538,12/20/2011 11:55
23.68468475,5,61.20000076,1.519999981,1.900526285,3.799999952,5.140000343,1.096000075,1.37200582,2.74000001,-75.34000397,0.823999643,1.030727386,2.059998989,12/20/2011 11:56
1.004071712,48,56.97500229,0.469791591,0.555840194,1.125001311,3.383333445,0.287499994,0.349602938,0.816666901,-77.75624847,0.157552361,0.193548158,0.456248283,12/20/2011 11:56
1.010973334,35,55.76000214,0.409142852,0.481782496,1.059999943,3.357142925,0.138775542,0.169513121,0.357142895,-78.26286316,0.122448608,0.156908721,0.362857938,12/20/2011 11:56
1.307338357,41,55.01707458,0.169661328,0.231540725,0.682927012,2.990243912,0.108982742,0.139344946,0.309756011,-78.16585541,0.11636129,0.137238264,0.265853882,12/20/2011 11:56
1.009184957,40,56.39250183,0.470624864,0.542396188,1.007500648,2.86500001,0.086750045,0.103802726,0.235000119,-77.72499847,0.147500664,0.169927031,0.374997526,12/20/2011 11:56
1.024011612,33,56.46969604,0.211754009,0.25043577,0.530302107,2.821212053,0.10064283,0.124942608,0.321212173,-77.74848938,0.128742248,0.145896405,0.25151363,12/20/2011 11:56
1.019808292,39,57.15128326,0.367521048,0.443107665,0.951282203,3.028205156,0.109533243,0.14132835,0.428205043,-77.75384521,0.103353024,0.131746158,0.353847027,12/20/2011 11:56
1.00153172,39,57.46923065,0.437475175,0.517961264,0.930770099,2.656410217,0.090861231,0.103266791,0.156410307,-77.51795197,0.146614239,0.167748079,0.317946225,12/20/2011 11:56
1.01906836,43,56.36511612,0.229421586,0.282747149,0.634882987,2.776744127,0.137587875,0.165427163,0.376744121,-77.8790741,0.274527431,0.303130537,0.479069561,12/20/2011 11:56
1.008455038,49,55.67346954,0.204497784,0.248895749,0.626529157,3.081632614,0.152353227,0.188087568,0.418367296,-78.0163269,0.147271946,0.16944918,0.316323876,12/20/2011 11:56
1.019556642,41,55.76829529,0.289232522,0.323426127,0.568292737,3.370731831,0.092801929,0.110968903,0.270731598,-78.13170624,0.113862872,0.133324638,0.268292308,12/20/2011 11:56
1.025611639,32,55.52187729,0.112109989,0.151522383,0.421873808,3.465625048,0.097070307,0.121473715,0.265625,-78.15312958,0.109377146,0.132251784,0.253124952,12/20/2011 11:56
1.000073314,38,55.68421173,0.306925267,0.363843799,0.715790093,3.423684359,0.161772862,0.193899348,0.476315826,-78.22105408,0.134903356,0.162477836,0.378944397,12/20/2011 11:56
1.010414958,38,56.32894897,0.44916904,0.549596965,1.028948784,3.41842103,0.132825479,0.169915259,0.481579006,-78.66053009,0.341689795,0.393057555,0.839472115,12/20/2011 11:56
1.004830003,36,55.22777939,0.099073693,0.119282693,0.227778539,3.119444609,0.090432078,0.115034893,0.319444537,-78.18611145,0.121761113,0.141722232,0.313887268,12/20/2011 11:56
1.013991714,43,54.60232544,0.290643543,0.347407997,0.702324808,2.062790632,0.181719884,0.232302204,0.637209296,-78.31395721,0.183017328,0.219493493,0.413953036,12/20/2011 11:56
1.020283341,42,54.24761963,0.235374093,0.292149931,0.652381897,2.021428585,0.156122476,0.198249131,0.478571415,-78.26667023,0.079364464,0.09920276,0.266669691,12/20/2011 11:56
1.001521707,46,54.1608696,0.241776794,0.29889527,0.739131153,2.119565248,0.111625694,0.139283225,0.280434817,-78.38043976,0.085537449,0.11154779,0.21956186,12/20/2011 11:56
1.004738331,33,54.18788147,0.290541619,0.369075477,0.912122667,2.312121153,0.293663919,0.368253499,0.712121248,-78.39090729,0.163084254,0.200549304,0.490908533,12/20/2011 11:56
1.018851638,44,58.19545364,1.678305864,1.881483316,3.195455074,0.354545474,0.946694255,1.037359953,1.554545522,-75.88182068,1.128925562,1.309453964,2.381820202,12/20/2011 11:56
1.009114981,49,64.9836731,1.903707147,2.229793787,4.983674526,-5.130612373,2.232153177,2.601506948,4.269388199,-68.45101929,1.990920424,2.346175671,5.048977852,12/20/2011 11:56
1.002388358,36,57.68055725,0.578394949,0.732886076,1.719445467,-7.888889313,1.193827271,1.335784912,2.188888788,-72.07222748,1.227777481,1.378930688,2.472225428,12/20/2011 11:56
1.007553339,41,53.31463623,1.825460792,1.973675489,3.085366726,-1.104878068,1.723735929,2.061842918,4.595122337,-77.53658295,1.432123661,1.668028474,3.536586761,12/20/2011 11:56
1.018635035,46,52.27173996,0.306522042,0.381452531,0.828262329,2.710869551,2.505104065,2.622828722,3.610869646,-79.33478546,0.859168828,0.930455923,1.334783673,12/20/2011 11:56
1.093033314,34,52.3058815,0.335640371,0.397004336,0.805882931,4.561764717,0.262283713,0.353981256,1.038235068,-79.84117889,0.230795041,0.288114816,0.758820713,12/20/2011 11:56
1.015031695,48,52.37916565,0.412673414,0.485179365,0.979165852,4.631249905,0.125781372,0.163498595,0.531250238,-79.76042175,0.118663304,0.155106917,0.360417217,12/20/2011 11:56
1.017439961,41,54.59512329,1.799881101,1.962943554,2.995120525,2.248780489,1.028078556,1.281980515,2.448780537,-78.09024811,1.127066851,1.302680612,2.290241957,12/20/2011 11:56
1.017609954,40,53.84249878,1.404625058,1.592935562,3.157499313,-1.185000062,1.212749958,1.449749947,3.815000057,-77.08000183,0.70900017,0.862612426,1.980002642,12/20/2011 11:56
1.002911687,49,65.22653198,7.756351471,8.419336319,13.02653122,-0.375510216,4.031153679,4.522304535,7.275510311,-69.38367462,4.030321121,4.306679726,6.516326427,12/20/2011 11:56
1.00510335,36,72.8583374,1.726851821,2.19802618,4.641664982,0.152777776,2.817438364,3.292878389,6.952777863,-63.40833664,2.82222271,3.258099556,6.908334732,12/20/2011 11:56
1.006364942,42,65.06666565,4.423810482,5.310667038,11.23333454,-15.60000038,5.600000381,6.633572578,16.60000038,-56.23809814,3.758730173,4.247797966,7.838094711,12/20/2011 11:56
1.009466648,38,80.17894745,1.460388422,1.815164328,4.478944302,9.784211159,2.039335251,2.510874033,6.984210968,-57.16315842,2.10470891,2.549966097,5.736842632,12/20/2011 11:56
1.006348372,40,69.78250122,3.983375072,4.670807838,8.082500458,-3.700000048,2.565000057,3.646847963,8.600000381,-64.70750427,4.053250313,4.526278019,7.192500591,12/20/2011 11:56
1.019033313,45,62.60000229,1.56888926,1.899356961,3.600000858,-8.453333855,1.060740709,1.429467678,4.053333282,-68.40444946,1.680296779,1.877819061,3.295558691,12/20/2011 11:56
1.172525048,40,66.87250519,2.174375296,2.423942089,4.37250185,-6.082499981,2.655750036,3.012713671,6.982500076,-66.29250336,0.401000053,0.48548311,1.007501364,12/20/2011 11:56
1.00903666,44,69.35909271,0.941115737,1.049960613,2.159087896,1.515909076,0.806818187,0.927592993,1.915909171,-68.24545288,0.606198728,0.658322573,1.145458102,12/20/2011 11:56
1.014288306,42,65.42857361,0.4149656,0.535984099,1.371429801,-2.776190519,0.717460334,0.873092353,2.076190472,-69.45238495,0.106801763,0.134938717,0.352383554,12/20/2011 11:56
1.005106688,44,64.61591339,0.302996218,0.348335713,0.615910113,-3.318181753,0.08223144,0.10285189,0.2181817,-70.15454865,0.185951352,0.224068061,0.454542667,12/20/2011 11:56
1.003123283,42,64.17381287,0.289116412,0.345763385,0.826189876,-3.366666794,0.090476215,0.108379111,0.266666561,-70.3666687,0.088887535,0.108377457,0.233329773,12/20/2011 11:56
1.00826335,37,63.64865112,0.23666881,0.281522274,0.548646986,-3.151351452,0.327830553,0.432854533,1.35135138,-70.72702789,0.298027694,0.365135163,0.672972381,12/20/2011 11:56
1.019393325,42,64.18333435,0.229366362,0.277675271,0.616668999,-3.15476203,0.84523809,0.961695492,1.65476191,-70.29762268,0.530952096,0.571750581,0.997617841,12/20/2011 11:56
